관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,관리기관전화번호,위도,경도,데이터기준일자
부산광역시 부산진구청,부산광역시 부산진구 범양로87-1,부산광역시 부산진구 양정동 445-238,생활방범,4,200,360도전방면,30,051-605-4646,35.171907,129.063479,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 동성로 30-1,부산광역시 부산진구 전포동 342-6,생활방범,1,200,360도전방면,30,051-605-4646,35.153154,129.068445,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 황령대로78-1,부산광역시 부산진구 전포동 366-42,생활방범,1,200,360도전방면,30,051-605-4646,35.15437304,129.0674009,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 신천대로162번길 46,부산광역시 부산진구 부전동 439-21,생활방범,1,200,360도전방면,30,051-605-4646,35.155762,129.053432,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 신천대로71번길 49,부산광역시 부산진구 범천동 875-24,생활방범,1,200,360도전방면,30,051-605-4646,35.14724,129.057664,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 엄광로 396,부산광역시 부산진구 범천동 1187-79,생활방범,1,200,360도전방면,30,051-605-4646,35.151361,129.047967,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 대학로36번길 24,부산광역시 부산진구 가야동 285-5,생활방범,5,200,360도전방면,30,051-605-4646,35.152546,129.034593,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 엄광로182번길 15,부산광역시 부산진구 가야동 464-13,생활방범,3,200,360도전방면,30,051-605-4646,35.147156,129.034809,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 엄광로 68-1,부산광역시 부산진구 가야동 657-62,생활방범,3,200,360도전방면,30,051-605-4646,35.148042,129.023859,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 엄광로12번길 66,부산광역시 부산진구 개금동 633-66,생활방범,5,200,360도전방면,30,051-605-4646,35.145267,129.017273,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 마철로 100,부산광역시 부산진구 당감동 138-5,생활방범,1,200,360도전방면,30,051-605-4646,35.15757111,129.0407911,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 마철로100,부산광역시 부산진구 당감동 138-5,생활방범,1,200,360도전방면,30,051-605-4646,35.15757111,129.0407911,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 전포대로162번길 31-3,부산광역시 부산진구 전포동 364-39,생활방범,1,200,360도전방면,30,051-605-4646,35.151173,129.067264,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 엄광로 124,부산광역시 부산진구 가야동 488-2,생활방범,4,200,360도전방면,30,051-605-4646,35.147851,129.028377,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 엄광로62번길 30,부산광역시 부산진구 개금동 566-62,생활방범,1,200,360도전방면,30,051-605-4646,35.146671,129.022243,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 동평로55번길 10-1,부산광역시 부산진구 당감동 340-3,생활방범,1,200,360도전방면,30,051-605-4646,35.165483,129.035792,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 엄광로 11,부산광역시 부산진구 개금동 615-14,생활방범,1,200,360도전방면,30,051-605-4646,35.148205,129.017385,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 백양대로357번길 111,부산광역시 부산진구 개금동 478-8,생활방범,1,200,360도전방면,30,051-605-4646,35.153791,129.018721,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 전포대로175번길 45,부산광역시 부산진구 전포동 882-1,생활방범,1,200,360도전방면,30,051-605-4646,35.152248,129.062616,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 백양산로54번길 3,부산광역시 부산진구 부암동 722-3,생활방범,4,200,360도전방면,30,051-605-4646,35.173792,129.031163,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 당감로64번길 41,부산광역시 부산진구 부암동 406-2,생활방범,1,200,360도전방면,30,051-605-4646,35.168029,129.040987,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 당감로34번길 17,부산광역시 부산진구 당감동 269-3,생활방범,4,200,360도전방면,30,051-605-4646,35.164892,129.040043,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 초읍천로43번길 14,부산광역시 부산진구 초읍동 53-18,생활방범,4,200,360도전방면,30,051-605-4646,35.176469,129.046336,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 성지로51번길 29,부산광역시 부산진구 연지동 327-3,생활방범,1,200,360도전방면,30,051-605-4646,35.17602,129.053423,2023-10-18
부산광역시 부산진구청,,부산광역시 부산진구 부암동 87-10,생활방범,1,200,360도전방면,30,051-605-4646,35.165085,129.053258,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 동평로162번길 19,부산광역시 부산진구 부암동 275-31,생활방범,3,200,360도전방면,30,051-605-4646,35.165098,129.047969,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 거제대로37-1,부산광역시 부산진구 양정동 458-32,생활방범,1,200,360도전방면,30,051-605-4646,35.17198,129.066739,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 대학로 12,부산광역시 부산진구 가야동 375-3,생활방범,1,200,360도전방면,30,051-605-4646,35.154401,129.03717,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 양성로 8-1,부산광역시 부산진구 범전동 9-142,생활방범,1,200,360도전방면,30,051-605-4646,35.167342,129.065364,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 백양대로320번길 40,부산광역시 부산진구 개금동 446-14,생활방범,3,200,360도전방면,30,051-605-4646,35.155639,129.015902,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 백양관문로77번길 17,부산광역시 부산진구 개금동 1-18,생활방범,3,200,360도전방면,30,051-605-4646,35.16501,129.027958,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 백양대로208번길 9,부산광역시 부산진구 개금동 58,생활방범,3,200,360도전방면,30,051-605-4646,35.158436,129.027455,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 개금본동로 68,부산광역시 부산진구 개금동 413-2,생활방범,1,200,360도전방면,30,051-605-4646,35.157425,129.020641,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 백양대로136번길 26,부산광역시 부산진구 당감동 517,생활방범,3,200,360도전방면,30,051-605-4646,35.161111,129.034167,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 백양순환로28번길 31,부산광역시 부산진구 당감동 698-9,생활방범,3,200,360도전방면,30,051-605-4646,35.167714,129.034532,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 중앙번영로 25,부산광역시 부산진구 범천동 851-6,생활방범,3,200,360도전방면,30,051-605-4646,35.145023,129.061802,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 백양산로 99,부산광역시 부산진구 부암동 719,생활방범,3,200,360도전방면,30,051-605-4646,35.176929,129.031273,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 양성로 34,부산광역시 부산진구 양정동 445-386,생활방범,3,200,360도전방면,30,051-605-4646,35.169454,129.065848,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 전포대로298번길 15,부산광역시 부산진구 전포동 164-8,생활방범,1,200,360도전방면,30,051-605-4646,35.163319,129.066365,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 냉정로178번길 8,부산광역시 부산진구 개금동 527-158,생활방범,1,200,360도전방면,30,051-605-4646,35.149567,129.019485,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 백양관문로 25-29,부산광역시 부산진구 개금동 53-5,생활방범,3,200,360도전방면,30,051-605-4646,35.161024,129.029229,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 화지로 12,부산광역시 부산진구 양정동 455-1,생활방범,3,200,360도전방면,30,051-605-4646,35.176403,129.06378,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 당감서로 120,부산광역시 부산진구 당감동 768-30,생활방범,3,200,360도전방면,30,051-605-4646,35.169193,129.033359,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 백양대로208번길 38-9,부산광역시 부산진구 개금동 57,생활방범,1,200,360도전방면,30,051-605-4646,35.16140073,129.027183,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 백양대로208번길 70,부산광역시 부산진구 개금동 56,생활방범,1,200,360도전방면,30,051-605-4646,35.16140073,129.027183,2023-10-18
부산광역시 부산진구청,,부산광역시 부산진구 당감동 516-5,생활방범,1,200,360도전방면,30,051-605-4646,35.16127345,129.0315517,2023-10-18
부산광역시 부산진구청,,부산광역시 부산진구 초읍동 181-1,생활방범,1,200,360도전방면,30,051-605-4646,35.18127904,129.0520878,2023-10-18
부산광역시 부산진구청,,부산광역시 부산진구 부암3동 721,생활방범,1,200,360도전방면,30,051-605-4646,35.17465081,129.0317397,2023-10-18
부산광역시 부산진구청,,부산광역시 부산진구 당감4동 796-1,생활방범,1,200,360도전방면,30,051-605-4646,35.17279984,129.0301264,2023-10-18
부산광역시 부산진구청,,부산광역시 부산진구 당감4동 794-2,생활방범,1,200,360도전방면,30,051-605-4646,35.17302839,129.0287492,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 백양대로208번길 174,부산광역시 부산진구 개금동 1-6,생활방범,1,200,360도전방면,30,051-605-4646,35.1638,129.024869,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 동성로 104,부산광역시 부산진구 전포동 189-97,생활방범,1,200,360도전방면,30,051-605-4646,35.159484,129.067431,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 안창로10번가길 11-3,부산광역시 부산진구 범천동 산 44-147,생활방범,1,200,360도전방면,30,051-605-4646,35.14654068,129.0487004,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 시민공원로74번길 22,부산광역시 부산진구 범전동 247-8,생활방범,1,200,360도전방면,30,051-605-4646,35.164099,129.057701,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 월드컵대로472번길 44,부산광역시 부산진구 초읍동 346-2,생활방범,1,200,360도전방면,30,051-605-4646,35.184116,129.049062,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 연제로9번길 47,부산광역시 부산진구 양정동 138-32,생활방범,1,200,360도전방면,30,051-605-4646,35.17524,129.075734,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 서전로37번길 51,부산광역시 부산진구 전포동 657-14,생활방범,1,200,360도전방면,30,051-605-4646,35.160071,129.063805,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 전포대로171번길 32,부산광역시 부산진구 전포동 881-23,생활방범,1,200,360도전방면,30,051-605-4646,35.151442,129.063876,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 성지로51번길 11,부산광역시 부산진구 연지동 296-6,생활방범,3,200,360도전방면,30,051-605-4646,35.175335,129.054346,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 복지로 89,부산광역시 부산진구 개금동 633-4,생활방범,4,200,360도전방면,30,051-605-4646,35.14456,129.019941,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 성지곡로 55-1,부산광역시 부산진구 초읍동 327 ,생활방범,1,200,360도전방면,30,051-605-4646,35.187373,129.048723,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 신천대로 108,부산광역시 부산진구 부전동 451-19,생활방범,1,200,360도전방면,30,051-605-4646,35.152703,129.054772,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 신암로85번길 22,부산광역시 부산진구 범천동 1230-73,생활방범,1,200,360도전방면,30,051-605-4646,35.14899295,129.0522553,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 신천대로126번길 18-1,부산광역시 부산진구 부전동 560-39,생활방범,1,200,360도전방면,30,051-605-4646,35.154461,129.053001,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 진남로356번길 29,부산광역시 부산진구 전포동 327-13,생활방범,3,200,360도전방면,30,051-605-4646,35.157395,129.072689,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 동평로131번가길 21,부산광역시 부산진구 부암동 328-12,생활방범,1,200,360도전방면,30,051-605-4646,35.16725122,129.0436888,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 동평로27번길 18,부산광역시 부산진구 당감동 618-15,생활방범,1,200,360도전방면,30,051-605-4646,35.1651,129.031795,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 개금본동로9번길 41,부산광역시 부산진구 개금동 237-1,생활방범,3,200,360도전방면,30,051-605-4646,35.157041,129.023361,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 신암로5번길 20,부산광역시 부산진구 범천동 1298-153,생활방범,1,200,360도전방면,30,051-605-4646,35.142808,129.054777,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 진남로 491,부산광역시 부산진구 양정동 366-2,생활방범,1,200,360도전방면,30,051-605-4646,35.168209,129.070205,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 개금온정로17번길 45,부산광역시 부산진구 개금동 470-10,생활방범,1,200,360도전방면,30,051-605-4646,35.155014,129.02285,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 거제천로40번길 31,부산광역시 부산진구 양정동 250-1,생활방범,3,200,360도전방면,30,051-605-4646,35.179454,129.072622,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 진남로299번길 56,부산광역시 부산진구 전포동 330-290,생활방범,1,200,360도전방면,30,051-605-4646,35.15005,129.071357,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 성지로93번길 26,부산광역시 부산진구 초읍동 252-11,생활방범,1,200,360도전방면,30,051-605-4646,35.178019,129.051939,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 봉수로 43,부산광역시 부산진구 전포동 480-19,생활방범,1,200,360도전방면,30,051-605-4646,35.152399,129.07128,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 연지로39번길 6,부산광역시 부산진구 연지동 220-28,생활방범,1,200,360도전방면,30,051-605-4646,35.17231,129.054069,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 골드테마길 47,부산광역시 부산진구 범천동 847-8,생활방범,1,200,360도전방면,30,051-605-4646,35.143743,129.06,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야대로572번길 28,부산광역시 부산진구 가야동 288-2,생활방범,1,200,360도전방면,30,051-605-4646,35.153046,129.034666,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 양연로 6,부산광역시 부산진구 양정동 111-1,생활방범,1,200,360도전방면,30,051-605-4646,35.175127,129.078767,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 부전로96번길 7,부산광역시 부산진구 부전동 469-5,생활방범,1,200,360도전방면,30,051-605-4646,35.15865,129.055226,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 부전로152번길 55,부산광역시 부산진구 부전동 264-10,생활방범,3,200,360도전방면,30,051-605-4646,35.159447,129.058438,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 서면문화로53번길 49,부산광역시 부산진구 부전동 414-16,생활방범,1,200,360도전방면,30,051-605-4646,35.160297,129.053288,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야대로747번길 38,부산광역시 부산진구 부전동 420-26,생활방범,1,200,360도전방면,30,051-605-4646,35.159632,129.052923,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 새싹로52번길 12-2,부산광역시 부산진구 부전동 393-1,생활방범,1,200,360도전방면,30,051-605-4646,35.16228,129.056288,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 신천대로78번길 57,부산광역시 부산진구 부전동 576-1,생활방범,1,200,360도전방면,30,051-605-4646,35.153174,129.05559,2023-10-18
부산광역시 부산진구청,,부산광역시 부산진구 부전2동 444-33,생활방범,1,200,360도전방면,30,051-605-4646,35.155983,129.052043,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 경마장로5번길 61,부산광역시 부산진구 범전동 73-293,생활방범,1,200,360도전방면,30,051-605-4646,35.17061,129.063716,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 새싹로58번길 17,부산광역시 부산진구 범전동 402-5,생활방범,1,200,360도전방면,30,051-605-4646,35.162897,129.056237,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 성지로46번길 29,부산광역시 부산진구 연지동 290-10,생활방범,1,200,360도전방면,30,051-605-4646,35.174528,129.055794,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 성지로14번길 78,부산광역시 부산진구 연지동 39-1,생활방범,1,200,360도전방면,30,051-605-4646,35.172789,129.059467,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 동평로265번길 14,부산광역시 부산진구 연지동 45-19,생활방범,4,200,360도전방면,30,051-605-4646,35.171541,129.056082,2023-10-18
부산광역시 부산진구청,,부산광역시 부산진구 초읍동 529-104,생활방범,1,200,360도전방면,30,051-605-4646,35.179785,129.057785,2023-10-18
부산광역시 부산진구청,,부산광역시 부산진구 초읍동 529-118,생활방범,1,200,360도전방면,30,051-605-4646,35.18001,129.055582,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 성지로104번길 27,부산광역시 부산진구 초읍동 182-9,생활방범,1,200,360도전방면,30,051-605-4646,35.18047,129.053097,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 진남로 533-1,부산광역시 부산진구 양정동 342-35,생활방범,1,200,360도전방면,30,051-605-4646,35.171336,129.072771,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 진남로 583-1,부산광역시 부산진구 양정동 342-35,생활방범,1,200,360도전방면,30,051-605-4646,35.173216,129.077798,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 진남로 340,부산광역시 부산진구 전포동 326,생활방범,1,200,360도전방면,30,051-605-4646,35.155111,129.071789,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 서전로37번길 25-9,부산광역시 부산진구 전포동 661-2,생활방범,1,200,360도전방면,30,051-605-4646,35.158989,129.063002,2023-10-18
부산광역시 부산진구청,,부산광역시 부산진구 전포동 441-11,생활방범,1,200,360도전방면,30,051-605-4646,35.153614,129.071164,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 진남로283번길 33,부산광역시 부산진구 전포동 산 65-59,생활방범,1,200,360도전방면,30,051-605-4646,35.149463,129.071968,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 시민공원로19번길 53,부산광역시 부산진구 부암동 52-4,생활방범,1,200,360도전방면,30,051-605-4646,35.166487,129.051131,2023-10-18
부산광역시 부산진구청,,부산광역시 부산진구 부암1동 278-66,생활방범,1,200,360도전방면,30,051-605-4646,35.163822,129.049759,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 개금본동로17번길 58,부산광역시 부산진구 개금동 394-18,생활방범,1,200,360도전방면,30,051-605-4646,35.170729,129.035835,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 당감로 21,부산광역시 부산진구 당감동 257-10,생활방범,4,200,360도전방면,30,051-605-4646,35.163568,129.039577,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 당감서로 58,부산광역시 부산진구 당감동 333,생활방범,3,200,360도전방면,30,051-605-4646,35.163732,129.039066,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 동평로39번길 102,부산광역시 부산진구 당감동 633-15,생활방범,4,200,360도전방면,30,051-605-4646,35.167385,129.029495,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야대로691번길 64,부산광역시 부산진구 당감동 818-44,생활방범,1,200,360도전방면,30,051-605-4646,35.157743,129.044456,2023-10-18
